Código;Nome;  Preço (BRL)  
4162;Flex Caderno; R$ 3.034,00 
4163;Premium Processador; R$ 98.176,00 
4164;Active Capa; R$ 20.759,00 
4165;Rústico Caneta; R$ 9.191,00 
4166;Mini Caixa; R$ 120.574,00 
4167;Elegante Caneca; R$ 195.664,00 
4168;Flex Teclado; R$ 59.001,00 
4169;Premium Mesa; R$ 182.303,00 
4170;Eco Parafuso; R$ 61.653,00 
4171;Ultra Caneca; R$ 187.272,00 
4172;Eco Caneta; R$ 5.583,00 
4173;Rústico Caneca; R$ 170.007,00 
4174;Eco Cooler; R$ 118.423,00 
4175;Pro Colher; R$ 197.672,00 
4176;Max Memória; R$ 23.713,00 
4177;Flex Caixa; R$ 62.226,00 
4178;Premium Joystick; R$ 102.212,00 
4179;Avançado Panela; R$ 159.796,00 
4181;Premium Sofá; R$ 110.684,00 
4182;Premium Ferramenta Elétrica; R$ 61.385,00 
4183;Turbo Caneta; R$ 23.731,00 
4184;Compacto Microfone; R$ 138.519,00 
4185;Econômico Bateria; R$ 12.693,00 
4186;Elegante Processador; R$ 149.149,00 
4187;Max Placa-Mãe; R$ 74.845,00 
4188;Mini Hub; R$ 9.932,00 
4189;Mini Caderno; R$ 121.852,00 
4190;Premium Almofada; R$ 120.092,00 
4191;Rústico Cadeira; R$ 92.637,00 
4192;Strong Colher; R$ 33.118,00 
4193;Turbo Roteador; R$ 75.738,00 
4194;Smart Agenda; R$ 147.503,00 
4195;Strong Batedeira; R$ 45.703,00 
4196;Light Bateria; R$ 143.341,00 
4197;Mini Capa; R$ 44.079,00 
4198;Classic Cooler; R$ 192.675,00 
4199;Flex Cadeira; R$ 189.579,00 
4200;Eco Fogão; R$ 9.806,00 
4201;Premium Livro; R$ 9.057,00 
4202;Active Joystick; R$ 135.439,00 
4203;Classic HD; R$ 127.122,00 
4204;Light Caderno; R$ 1.623,00 
4205;Portátil Régua; R$ 133.521,00 
4206;Strong Livro; R$ 8.538,00 
4207;Pro Filtro; R$ 82.109,00 
4208;Moderno Bateria; R$ 153.075,00 
4209;Portátil Panela; R$ 136.805,00 
4210;Ultra Mesa; R$ 195.139,00 
4211;Portátil Caneta; R$ 184.821,00 
4212;Avançado Memória; R$ 53.479,00 
4213;Eco Colher; R$ 137.202,00 
4214;Avançado Estojo; R$ 61.984,00 
4215;Active Camiseta; R$ 4.701,00 
4216;Premium Memória; R$ 89.942,00 
4217;Smart Sensor; R$ 103.913,00 
4218;Classic Colher; R$ 171.256,00 
4219;Max Mochila; R$ 30.487,00 
4220;Turbo Placa; R$ 115.671,00 
4221;Strong Régua; R$ 101.649,00 
4222;Mini Bateria; R$ 77.237,00 
4224;Rústico Agenda; R$ 17.627,00 
4225;Active Livro; R$ 126.796,00 
4226;Mini HD; R$ 86.575,00 
4227;Max Placa; R$ 186.554,00 
4228;Premium Mouse; R$ 162.164,00 
4229;Ultra Batedeira; R$ 125.639,00 
4230;Max Camiseta; R$ 116.811,00 
4231;Ultra Relógio; R$ 94.422,00 
4232;Moderno Sensor; R$ 1.983,00 
4233;Smart Camiseta; R$ 136.301,00 
4234;Elegante Estojo; R$ 37.624,00 
4235;Ultra Sensor; R$ 4.793,00 
4236;Elegante Panela; R$ 149.995,00 
4237;Turbo Liquidificador; R$ 88.566,00 
4238;Ultra Monitor; R$ 145.912,00 
4239;Rústico Fonte; R$ 43.396,00 
4240;Turbo Colher; R$ 50.252,00 
4241;Compacto SSD; R$ 9.529,00 
4243;Max Monitor; R$ 15.511,00 
4244;Flex Cadeira; R$ 199.061,00 
4245;Moderno Agenda; R$ 38.959,00 
4246;Classic Ferramenta; R$ 15.477,00 
4247;Flex Controle; R$ 69.219,00 
4248;Rústico Mouse; R$ 134.955,00 
4249;Avançado Camera; R$ 143.291,00 
4250;Moderno Adaptador; R$ 161.055,00 
4251;Smart Fone; R$ 150.047,00 
4252;Light Monitor; R$ 29.006,00 
4253;Avançado Panela; R$ 25.305,00 
4254;Ultra Camera; R$ 22.176,00 
4255;Compacto Suporte; R$ 199.761,00 
4256;Flex Placa-Mãe; R$ 92.522,00 
4257;Strong Teclado Mecânico; R$ 185.077,00 
4258;Smart Liquidificador; R$ 3.453,00 
4259;Mini Batedeira; R$ 89.324,00 
4260;Rústico Estojo; R$ 5.144,00 
4261;Compacto Carregador; R$ 107.966,00 
4262;Elegante Placa; R$ 177.221,00 
4263;Rústico Teclado Mecânico; R$ 150.147,00 
4264;Avançado Hub; R$ 14.673,00 
4265;Rústico Régua; R$ 62.751,00 
4266;Premium Caneta; R$ 56.474,00 
4267;Mini Agenda; R$ 192.851,00 
4268;Rústico Carregador; R$ 186.381,00 
4269;Compacto Sensor; R$ 158.803,00 
4270;Eco Gabinete; R$ 83.803,00 
4271;Rústico Panela; R$ 61.411,00 
4272;Premium Sofá; R$ 18.059,00 
4273;Portátil Cadeira; R$ 197.968,00 
4274;Portátil Liquidificador; R$ 1.331,00 
4275;Ultra Lâmpada; R$ 19.994,00 
4276;Moderno Régua; R$ 79.587,00 
4277;Ultra Placa-Mãe; R$ 106.991,00 
4278;Rústico Adaptador; R$ 118.694,00 
4280;Light Faca; R$ 46.663,00 
4281;Ultra Calculadora; R$ 127.598,00 
4282;Max Joystick; R$ 4.257,00 
4283;Flex Cabo; R$ 109.314,00 
4284;Ultra Almofada; R$ 12.960,00 
4285;Premium Processador; R$ 177.657,00 
4286;Smart Agenda; R$ 54.072,00 
4287;Ultra Tela; R$ 109.989,00 
4288;Portátil Microfone; R$ 9.547,00 
4289;Portátil Caderno; R$ 59.993,00 
4290;Active Mesa; R$ 133.745,00 
4291;Elegante Sofá; R$ 95.047,00 
4292;Elegante Teclado; R$ 147.291,00 
4293;Premium Fonte; R$ 178.069,00 
4294;Premium Caderno; R$ 81.217,00 
4295;Compacto Cabo; R$ 180.443,00 
4296;Eco Camiseta; R$ 245,00 
4297;Pro HD; R$ 106.138,00 
4298;Turbo Colher; R$ 9.924,00 
4299;Pro Fonte; R$ 135.725,00 
4300;Light Lâmpada; R$ 188.827,00 
4301;Active Controle; R$ 179.463,00 
4302;Ultra Filtro; R$ 101.896,00 
4303;Pro Batedeira; R$ 124.353,00 
4304;Avançado Impressora; R$ 150.335,00 
4305;Flex Panela; R$ 134.363,00 
4306;Mini Lâmpada; R$ 56.619,00 
4307;Light Fonte; R$ 189.626,00 
4308;Strong Suporte; R$ 161.382,00 
4309;Econômico Ferramenta Elétrica; R$ 37.324,00 
4310;Portátil Livro; R$ 105.608,00 
4311;Flex Teclado; R$ 34.509,00 
4312;Active Processador; R$ 13.588,00 
4313;Ultra Teclado; R$ 41.442,00 
4314;Eco Ferramenta; R$ 138.649,00 
4315;Compacto Camiseta; R$ 728,00 
4316;Moderno Mouse; R$ 187.898,00 
4317;Strong Teclado Mecânico; R$ 109.248,00 
4318;Compacto Processador; R$ 43.897,00 
4319;Elegante Almofada; R$ 161.767,00 
4320;Ultra Caderno; R$ 166.982,00 
4321;Premium Cooler; R$ 16.099,00 
4323;Light Tela; R$ 138.064,00 
4324;Ultra Bateria; R$ 103.497,00 
4325;Ultra Processador; R$ 38.402,00 
4326;Turbo Cobertor; R$ 182.223,00 
4327;Flex Mouse; R$ 15.274,00 
4328;Premium Batedeira; R$ 118.099,00 
4329;Elegante Placa-Mãe; R$ 40.684,00 
4330;Turbo Calculadora; R$ 149.012,00 
4331;Active Cadeira; R$ 1.879,00 
4332;Active Cadeira; R$ 68.203,00 
4333;Avançado Hub; R$ 130.161,00 
4334;Classic Parafuso; R$ 1.155,00 
4335;Moderno Camera; R$ 17.967,00 
4336;Smart Capa; R$ 105.169,00 
4337;Rústico Mochila; R$ 147.817,00 
4338;Active Cadeira; R$ 55.798,00 
4339;Smart SSD; R$ 22.833,00 
4340;Compacto Panela; R$ 16.641,00 
4341;Turbo Livro; R$ 57.602,00 
4342;Moderno Caderno; R$ 82.777,00 
4343;Elegante SSD; R$ 116.335,00 
4344;Turbo Cadeira; R$ 145.208,00 
4345;Classic Adaptador; R$ 39.919,00 
4346;Premium Fone; R$ 138.242,00 
4347;Avançado Camiseta; R$ 8.172,00 
4348;Compacto Impressora; R$ 162.072,00 
4349;Flex Memória; R$ 41.091,00 
4350;Ultra Hub; R$ 47.156,00 
4351;Flex Ferramenta Elétrica; R$ 145.747,00 
4352;Smart Batedeira; R$ 12.997,00 
4353;Portátil Ferramenta Elétrica; R$ 177.665,00 
4354;Classic Fonte; R$ 32.692,00 
4355;Portátil Filtro; R$ 97.732,00 
4356;Avançado Cobertor; R$ 13.927,00 
4357;Elegante Liquidificador; R$ 111.899,00 
4358;Mini Bateria; R$ 111.873,00 
4359;Max Cobertor; R$ 73.073,00 
4360;Classic Mochila; R$ 179.665,00 
4361;Ultra Régua; R$ 132.002,00 
4362;Light Parafuso; R$ 37.488,00 
4363;Turbo Liquidificador; R$ 13.783,00 
4364;Compacto Filtro; R$ 107.218,00 
4365;Econômico Caixa; R$ 7.319,00 
4366;Compacto Relógio; R$ 35.394,00 
4367;Premium Fita; R$ 40.419,00 
4368;Strong Monitor; R$ 97.593,00 
4369;Pro Filtro; R$ 81.913,00 
4370;Eco Roteador; R$ 130.506,00 
4371;Portátil Relógio; R$ 49.248,00 
4372;Rústico Carregador; R$ 62.526,00 
4373;Max Mouse; R$ 182.816,00 
4374;Ultra Caneta; R$ 94.975,00 
4375;Active Hub; R$ 10.446,00 
4376;Strong Roteador; R$ 81.031,00 
4377;Compacto Batedeira; R$ 31.331,00 
4378;Smart Placa-Mãe; R$ 98.876,00 
4379;Max PenDrive; R$ 11.977,00 
4380;Moderno Colher; R$ 3.367,00 
4381;Pro Sofá; R$ 32.393,00 
4382;Strong Processador; R$ 182.713,00 
4383;Mini Controle; R$ 137.298,00 
4384;Classic Filtro; R$ 106.385,00 
4385;Strong Almofada; R$ 14.656,00 
4386;Turbo Liquidificador; R$ 68.031,00 
4387;Moderno Caneta; R$ 6.541,00 
4388;Rústico Cartucho; R$ 117.738,00 
4389;Turbo Ferramenta; R$ 83.781,00 
4390;Strong Teclado Mecânico; R$ 107.636,00 
4391;Mini Caixa; R$ 3.514,00 
4392;Pro Camiseta; R$ 10.239,00 
4393;Portátil Lâmpada; R$ 49.047,00 
4394;Ultra Tela; R$ 122.111,00 
4395;Flex Liquidificador; R$ 44.668,00 
4396;Turbo Monitor; R$ 129.799,00 
4397;Compacto Cadeira; R$ 66.122,00 
4398;Light Bateria; R$ 127.023,00 
4399;Pro Agenda; R$ 45.047,00 
4400;Compacto Livro; R$ 151.487,00 
4401;Light Caneta; R$ 12.044,00 
4402;Flex Mouse; R$ 111.453,00 
4403;Light Sofá; R$ 31.475,00 
4404;Eco Microfone; R$ 192.035,00 
4405;Compacto Calculadora; R$ 37.175,00 
4406;Premium Joystick; R$ 89.883,00 
4407;Active Teclado Mecânico; R$ 19.102,00 
4408;Avançado Camiseta; R$ 19.733,00 
4409;Avançado Carregador; R$ 85.426,00 
4410;Smart Calculadora; R$ 7.000,00 
4411;Rústico Camera; R$ 118.916,00 
4412;Ultra Lâmpada; R$ 49.394,00 
4413;Compacto Monitor; R$ 154.911,00 
4415;Light Cooler; R$ 145.959,00 
4416;Econômico Faca; R$ 48.973,00 
4417;Active Fita; R$ 193.315,00 
4418;Moderno Almofada; R$ 3.528,00 
4419;Smart Placa-Mãe; R$ 88.014,00 
4421;Turbo Memória; R$ 162.936,00 
4422;Light Régua; R$ 83.157,00 
4423;Strong Caderno; R$ 172.032,00 
4424;Portátil Liquidificador; R$ 17.557,00 
4425;Classic Cooler; R$ 86.647,00 
4426;Turbo Fogão; R$ 177.932,00 
4427;Turbo Roteador; R$ 166.374,00 
4428;Strong Filtro; R$ 156.336,00 
4429;Turbo Fita; R$ 32.278,00 
4430;Premium Caixa; R$ 198.682,00 
4431;Turbo Bateria; R$ 16.361,00 
4432;Strong Agenda; R$ 78.066,00 
4433;Avançado Tela; R$ 110.731,00 
4434;Pro Cadeira; R$ 13.371,00 
4435;Max Placa-Mãe; R$ 115.412,00 
4436;Portátil Calculadora; R$ 7.745,00 
4437;Avançado Gabinete; R$ 7.963,00 
4438;Compacto Faca; R$ 17.388,00 
4439;Strong Livro; R$ 140.898,00 
4440;Premium Bateria; R$ 15.953,00 
4441;Classic Faca; R$ 30.508,00 
4442;Classic Caneca; R$ 177.531,00 
4443;Turbo Ferramenta; R$ 675,00 
4444;Active Caixa; R$ 59.323,00 
4445;Eco Camiseta; R$ 21.486,00 
4446;Rústico Camiseta; R$ 196.912,00 
4447;Premium HD; R$ 172.862,00 
4448;Strong Mochila; R$ 7.911,00 
4449;Moderno Régua; R$ 112.587,00 
4450;Mini Bateria; R$ 151.577,00 
4451;Mini Livro; R$ 26.068,00 
4452;Active Impressora; R$ 109.925,00 
4453;Moderno Fita; R$ 6.186,00 
4454;Compacto Camiseta; R$ 6.628,00 
4455;Smart Caneca; R$ 37.571,00 
4457;Avançado Colher; R$ 109.135,00 
4458;Premium Livro; R$ 195.044,00 
4459;Premium Processador; R$ 85.432,00 
4460;Turbo Fone; R$ 1.451,00 
4461;Active Livro; R$ 185.369,00 
4462;Premium Relógio; R$ 160.695,00 
4463;Econômico Almofada; R$ 26.422,00 
4464;Max Joystick; R$ 90.694,00 
4465;Light Colher; R$ 193.787,00 
4466;Econômico Sensor; R$ 5.554,00 
4467;Light Faca; R$ 83.495,00 
4468;Elegante Régua; R$ 151.736,00 
4469;Elegante Faca; R$ 122.438,00 
4470;Active Fonte; R$ 130.206,00 
4471;Classic Mouse; R$ 66.699,00 
4472;Turbo Almofada; R$ 1.372,00 
4473;Econômico Ferramenta; R$ 48.415,00 
4474;Light Cooler; R$ 111.687,00 
4475;Ultra Adaptador; R$ 172.032,00 
4476;Ultra Parafuso; R$ 10.323,00 
4477;Pro Filtro; R$ 72.267,00 
4478;Elegante Joystick; R$ 95.166,00 
4479;Smart Placa; R$ 15.353,00 
4480;Flex Caneta; R$ 8.287,00 
4481;Elegante Calculadora; R$ 109.981,00 
4482;Classic Capa; R$ 12.906,00 
4483;Elegante Mesa; R$ 191.629,00 
4484;Econômico Caderno; R$ 83.334,00 
4485;Turbo Almofada; R$ 186.331,00 
4486;Smart Filtro; R$ 49.115,00 
4487;Ultra Almofada; R$ 49.694,00 
4488;Portátil Caneca; R$ 148.396,00 
4489;Portátil Relógio; R$ 166.641,00 
4490;Pro Mochila; R$ 83.588,00 
4491;Turbo Caneca; R$ 17.582,00 
4492;Moderno Filtro; R$ 172.195,00 
4493;Ultra Cabo; R$ 54.835,00 
4494;Eco Adaptador; R$ 44.675,00 
4495;Classic Adaptador; R$ 96.629,00 
4496;Avançado Relógio; R$ 96.591,00 
4497;Active Microfone; R$ 99.445,00 
4498;Turbo Controle; R$ 105.153,00 
4499;Active Mesa; R$ 11.279,00 
4500;Premium Caderno; R$ 137.754,00 
4501;Econômico Processador; R$ 55.676,00 
4502;Smart Cadeira; R$ 6.817,00 
4503;Pro Faca; R$ 47.126,00 
4504;Pro Caixa; R$ 15.205,00 
4505;Classic Mochila; R$ 194.604,00 
4506;Classic Caneca; R$ 185.799,00 
4507;Eco Fonte; R$ 102.855,00 
4508;Econômico Memória; R$ 139.722,00 
4509;Pro Caderno; R$ 88.242,00 
4510;Rústico Cartucho; R$ 62.755,00 
4511;Ultra Mesa; R$ 175.296,00 
4512;Classic Calculadora; R$ 180.842,00 
4513;Moderno Relógio; R$ 38.427,00 
4514;Max Cooler; R$ 124.083,00 
4515;Premium Capa; R$ 197.899,00 
4516;Econômico Fita; R$ 7.988,00 
4517;Ultra Colher; R$ 2.654,00 
4518;Econômico Fogão; R$ 53.762,00 
4519;Rústico Fonte; R$ 1.367,00 
4520;Portátil Cabo; R$ 70.605,00 
4521;Elegante Adaptador; R$ 169.523,00 
4522;Portátil HD; R$ 99.558,00 
4523;Pro Microfone; R$ 12.917,00 
4524;Flex Caneca; R$ 24.548,00 
4525;Turbo Suporte; R$ 96.138,00 
4526;Avançado SSD; R$ 103.648,00 
4527;Portátil Liquidificador; R$ 12.376,00 
4528;Strong Processador; R$ 158.001,00 
4529;Turbo Faca; R$ 117.748,00 
4530;Active Ferramenta Elétrica; R$ 109.538,00 
4531;Premium Caixa; R$ 14.789,00 
4532;Moderno Livro; R$ 79.893,00 
4533;Mini Caneca; R$ 22.131,00 
4534;Elegante Parafuso; R$ 1.172,00 
4535;Mini Processador; R$ 47.212,00 
4536;Pro Joystick; R$ 144.293,00 
4537;Elegante Fonte; R$ 4.206,00 
4538;Mini Camera; R$ 32.789,00 
4539;Pro HD; R$ 58.704,00 
4540;Strong Mesa; R$ 44.947,00 
4541;Rústico Gabinete; R$ 158.562,00 
4542;Light Fonte; R$ 19.857,00 
4543;Flex SSD; R$ 145.383,00 
4544;Max Joystick; R$ 6.674,00 
4545;Classic Placa-Mãe; R$ 43.167,00 
4546;Portátil Faca; R$ 51.464,00 
4547;Active Memória; R$ 125.214,00 
4548;Avançado Mouse; R$ 8.769,00 
4549;Max Almofada; R$ 17.844,00 
4550;Max Liquidificador; R$ 11.001,00 
4551;Turbo Cobertor; R$ 2.417,00 
4552;Econômico Fone; R$ 146.364,00 
4553;Strong Batedeira; R$ 64.105,00 
4554;Active Hub; R$ 171.787,00 
4555;Pro Impressora; R$ 3.528,00 
4556;Mini Camera; R$ 82.934,00 
4557;Econômico Memória; R$ 170.716,00 
4558;Flex Fone; R$ 123.136,00 
4559;Ultra Processador; R$ 11.892,00 
4560;Mini Fonte; R$ 183.628,00 
4561;Mini Filtro; R$ 1.115,00 
4562;Avançado Tela; R$ 99.457,00 
4563;Strong Agenda; R$ 145.212,00 
4564;Light Memória; R$ 100.736,00 
4565;Strong Microfone; R$ 125.116,00 
4567;Compacto SSD; R$ 16.475,00 
4568;Moderno Impressora; R$ 26.017,00 
4569;Turbo Estojo; R$ 61.146,00 
4570;Strong Tela; R$ 3.371,00 
4571;Premium Microfone; R$ 94.454,00 
4572;Flex Fonte; R$ 73.744,00 
4573;Flex Monitor; R$ 58.541,00 
4574;Active Sensor; R$ 72.113,00 
4575;Moderno Faca; R$ 904,00 
4576;Avançado Controle; R$ 177.526,00 
4577;Elegante Ferramenta; R$ 81.005,00 
4578;Rústico Placa; R$ 89.937,00 
4579;Premium Estojo; R$ 73.295,00 
4580;Rústico Roteador; R$ 95.218,00 
4581;Moderno Caderno; R$ 104.524,00 
4582;Moderno Hub; R$ 42.831,00 
4583;Smart Fogão; R$ 30.118,00 
4584;Pro Monitor; R$ 14.713,00 
4585;Moderno Joystick; R$ 2.646,00 
4586;Strong Sofá; R$ 181.363,00 
4587;Max Fita; R$ 99.334,00 
4588;Eco Cartucho; R$ 149.768,00 
4589;Classic Mochila; R$ 1.135,00 
4590;Smart Teclado; R$ 68.505,00 
4591;Portátil Memória; R$ 12.334,00 
4592;Pro Tela; R$ 177.888,00 
4593;Flex Processador; R$ 19.815,00 
4594;Eco Mochila; R$ 96.029,00 
4595;Light Sensor; R$ 104.912,00 
4596;Moderno Capa; R$ 125.297,00 
4597;Mini Camera; R$ 191.341,00 
4598;Pro Sensor; R$ 57.128,00 
4599;Strong Memória; R$ 10.633,00 
4600;Active Mouse; R$ 81.243,00 
4601;Max Parafuso; R$ 155.872,00 
4602;Flex Capa; R$ 14.940,00 
4603;Eco Fita; R$ 185.657,00 
4604;Light Caneta; R$ 165.695,00 
4605;Mini Filtro; R$ 8.190,00 
4606;Mini Cabo; R$ 194.769,00 
4607;Moderno Teclado; R$ 134.972,00 
4608;Max Gabinete; R$ 13.834,00 
4609;Avançado Parafuso; R$ 68.903,00 
4610;Light Suporte; R$ 196.692,00 
4611;Active Cobertor; R$ 8.838,00 
4612;Elegante Mesa; R$ 81.472,00 
4613;Moderno Colher; R$ 160.998,00 
4614;Compacto Filtro; R$ 33.322,00 
4615;Premium SSD; R$ 58.728,00 
4616;Portátil Fone; R$ 75.217,00 
4617;Rústico Mochila; R$ 120.364,00 
4618;Elegante Agenda; R$ 140.624,00 
4619;Light Caneca; R$ 18.735,00 
4620;Econômico Caneca; R$ 17.382,00 
4621;Flex Fonte; R$ 42.978,00 
4622;Smart Joystick; R$ 151.949,00 
4623;Elegante Controle; R$ 179.268,00 
4624;Compacto Caneta; R$ 163.467,00 
4625;Smart Livro; R$ 173.428,00 
4626;Active Ferramenta; R$ 195.035,00 
4627;Strong Mochila; R$ 65.964,00 
4628;Max HD; R$ 66.813,00 
4629;Strong Ferramenta Elétrica; R$ 15.852,00 
4630;Moderno Fogão; R$ 5.294,00 
4631;Eco Cabo; R$ 157.169,00 
4632;Premium Fonte; R$ 77.208,00 
4633;Light Cadeira; R$ 38.512,00 
4634;Classic Hub; R$ 155.076,00 
4635;Pro Caderno; R$ 36.541,00 
4636;Turbo Lâmpada; R$ 4.769,00 
4637;Classic HD; R$ 39.274,00 
4638;Avançado PenDrive; R$ 174.278,00 
4639;Moderno Ferramenta; R$ 109.536,00 
4640;Rústico Cooler; R$ 162.667,00 
4641;Flex Roteador; R$ 62.404,00 
4642;Mini Ferramenta; R$ 141.033,00 
4643;Elegante Fonte; R$ 190.543,00 
4644;Eco Parafuso; R$ 117.882,00 
4645;Ultra Capa; R$ 75.744,00 
4646;Portátil Régua; R$ 10.511,00 
4647;Eco Roteador; R$ 140.988,00 
4648;Premium Processador; R$ 17.106,00 
4649;Strong Ferramenta; R$ 145.314,00 
4650;Moderno PenDrive; R$ 137.258,00 
4651;Smart Camiseta; R$ 103.021,00 
4652;Moderno Mochila; R$ 15.168,00 
4653;Moderno Processador; R$ 103.746,00 
4654;Compacto Controle; R$ 7.721,00 
4655;Econômico Adaptador; R$ 22.042,00 
4656;Turbo Memória; R$ 128.065,00 
4657;Econômico Caixa; R$ 38.996,00 
4658;Pro Panela; R$ 196.234,00 
4659;Compacto Teclado; R$ 187.566,00 
4660;Pro Panela; R$ 105.525,00 
4661;Flex Memória; R$ 5.239,00 
4662;Rústico Cartucho; R$ 21.507,00 
4663;Rústico Fonte; R$ 160.497,00 
4664;Classic Mesa; R$ 78.373,00 
4665;Rústico Cartucho; R$ 18.161,00 
4666;Flex Memória; R$ 176.026,00 
4667;Classic Gabinete; R$ 173.382,00 
4668;Mini Roteador; R$ 122.686,00 
4669;Light Relógio; R$ 173.255,00 
4670;Ultra Ferramenta; R$ 32.054,00 
4671;Mini Parafuso; R$ 148.611,00 
4672;Compacto Mochila; R$ 121.661,00 
4673;Rústico Fone; R$ 175.894,00 
4674;Avançado Ferramenta Elétrica; R$ 120.331,00 
4675;Avançado Mouse; R$ 137.725,00 
4676;Eco Fone; R$ 59.214,00 
4677;Smart Bateria; R$ 188.778,00 
4678;Light Mochila; R$ 14.496,00 
4679;Rústico Fogão; R$ 33.083,00 
4681;Flex Memória; R$ 55.298,00 
4682;Pro Camiseta; R$ 170.047,00 
4683;Smart Hub; R$ 65.046,00 
4684;Flex Colher; R$ 166.363,00 
4685;Strong Agenda; R$ 121.528,00 
4686;Active Tela; R$ 119.515,00 
4687;Mini Cartucho; R$ 183.978,00 
4688;Turbo Adaptador; R$ 95.354,00 
4689;Moderno Capa; R$ 68.856,00 
4690;Moderno Tela; R$ 77.778,00 
4691;Ultra Cabo; R$ 170.462,00 
4692;Turbo Mochila; R$ 151.278,00 
4693;Econômico Sofá; R$ 9.728,00 
4694;Eco Cartucho; R$ 187.737,00 
4695;Premium Parafuso; R$ 11.951,00 
4696;Mini Joystick; R$ 128.306,00 
4697;Avançado Régua; R$ 188.259,00 
4698;Elegante Roteador; R$ 70.017,00 
4699;Moderno Tela; R$ 172.771,00 
4700;Strong Monitor; R$ 195.053,00 
4701;Premium Roteador; R$ 88.691,00 
4702;Moderno Faca; R$ 15.203,00 
4703;Turbo Cobertor; R$ 136.361,00 
4704;Max Liquidificador; R$ 22.277,00 
4705;Ultra Camiseta; R$ 157.606,00 
4706;Elegante Ferramenta; R$ 57.321,00 
4707;Smart Camera; R$ 4.761,00 
4708;Turbo Sofá; R$ 97.393,00 
4709;Mini Batedeira; R$ 96.913,00 
4710;Max Placa; R$ 76.239,00 
4711;Flex Colher; R$ 97.578,00 
4712;Strong Agenda; R$ 72.573,00 
4713;Econômico Panela; R$ 116.212,00 
4714;Portátil SSD; R$ 138.793,00 
4715;Light Ferramenta; R$ 40.744,00 
4716;Premium Cartucho; R$ 2.616,00 
4717;Portátil Lâmpada; R$ 190.456,00 
4718;Elegante Mesa; R$ 54.626,00 
4719;Compacto Bateria; R$ 120.494,00 
4720;Mini Relógio; R$ 96.148,00 
4721;Strong Almofada; R$ 93.848,00 
4722;Smart Panela; R$ 118.075,00 
4723;Flex Relógio; R$ 94.594,00 
4724;Compacto Ferramenta Elétrica; R$ 66.023,00 
4725;Light Calculadora; R$ 90.584,00 
4726;Strong Adaptador; R$ 196.369,00 
4727;Max Relógio; R$ 161.906,00 
4728;Ultra Cooler; R$ 6.506,00 
4729;Ultra Mesa; R$ 121.155,00 
4730;Econômico Parafuso; R$ 67.229,00 
4731;Rústico Adaptador; R$ 134.168,00 
4732;Portátil Capa; R$ 184.554,00 
4733;Mini Adaptador; R$ 107.849,00 
4734;Econômico Caneca; R$ 125.103,00 
4735;Classic Panela; R$ 137.705,00 
4736;Portátil Caixa; R$ 180.479,00 
4737;Pro Cooler; R$ 41.074,00 
4738;Econômico Adaptador; R$ 185.189,00 
4739;Active Impressora; R$ 10.590,00 
4740;Active Livro; R$ 75.725,00 
4741;Rústico Microfone; R$ 117.807,00 
4742;Rústico Almofada; R$ 81.034,00 
4743;Eco Tela; R$ 56.126,00 
4744;Classic Camera; R$ 24.656,00 
4745;Max Hub; R$ 13.518,00 
4746;Max Mesa; R$ 77.683,00 
4747;Ultra Sensor; R$ 54.272,00 
4748;Rústico Parafuso; R$ 109.407,00 
4749;Portátil Placa-Mãe; R$ 85.573,00 
4750;Avançado Placa-Mãe; R$ 101.488,00 
4751;Avançado Filtro; R$ 198.037,00 
4752;Moderno Lâmpada; R$ 78.474,00 
4753;Econômico Cobertor; R$ 174.386,00 
4755;Flex Carregador; R$ 96.046,00 
4756;Premium Sensor; R$ 85.063,00 
4757;Strong Mouse; R$ 113.186,00 
4758;Mini Cadeira; R$ 16.205,00 
4759;Smart Camiseta; R$ 190.846,00 
4760;Eco Roteador; R$ 24.879,00 
4761;Rústico Mochila; R$ 138.693,00 
4762;Premium Estojo; R$ 65.048,00 
4763;Smart Ferramenta Elétrica; R$ 8.115,00 
4764;Econômico Memória; R$ 145.104,00 
4765;Turbo Caneca; R$ 124.832,00 
4766;Ultra Relógio; R$ 122.175,00 
4767;Ultra Fita; R$ 137.556,00 
4768;Elegante Panela; R$ 158.095,00 
4769;Active Teclado Mecânico; R$ 52.452,00 
4770;Compacto Mochila; R$ 56.128,00 
4771;Compacto Placa-Mãe; R$ 91.879,00 
4772;Classic Teclado Mecânico; R$ 90.819,00 
4773;Portátil Mouse; R$ 72.779,00 
4774;Max Fogão; R$ 54.902,00 
4775;Active Cobertor; R$ 145.405,00 
4776;Rústico Batedeira; R$ 96.344,00 
4777;Portátil Mesa; R$ 82.687,00 
4778;Strong Sofá; R$ 12.652,00 
4779;Elegante Liquidificador; R$ 67.142,00 
4780;Light Liquidificador; R$ 92.283,00 
4781;Compacto Tela; R$ 130.021,00 
4782;Active Estojo; R$ 110.146,00 
4783;Econômico Mouse; R$ 55.814,00 
4784;Smart Teclado Mecânico; R$ 11.435,00 
4785;Portátil Sensor; R$ 63.862,00 
4786;Eco Fonte; R$ 18.528,00 
4787;Mini Memória; R$ 122.921,00 
4788;Moderno SSD; R$ 122.384,00 
4789;Strong Camiseta; R$ 186.349,00 
4790;Rústico Fone; R$ 76.675,00 
4791;Avançado Cobertor; R$ 1.955,00 
4792;Max Adaptador; R$ 90.042,00 
4793;Portátil PenDrive; R$ 34.084,00 
